Voting Method,0,1,2,3,4,5,6
Schulze,0.8274916666666665,0.9115916666666667,0.9654083333333334,0.9899166666666664,0.9977333333333335,1.0,1.0
Bucklin,0.8283666666666667,0.8880083333333334,0.8824833333333332,0.9003833333333334,0.9281111111111111,0.9671166666666666,1.0
Plurality With Runoff,0.8553666666666665,0.932033333333333,0.9732583333333333,0.9914499999999999,0.9974666666666666,1.0,1.0
Coombs,0.8226333333333332,0.9089333333333333,0.963625,0.9886750000000001,0.9971111111111112,1.0,1.0
