Voting Method,0,1,2,3,4,5,6
Schulze,0.829775,0.9134250000000002,0.9670416666666667,0.9905916666666665,0.9979666666666667,1.0,1.0
Bucklin,0.8376416666666668,0.8936083333333333,0.8844333333333333,0.8998666666666667,0.9276555555555556,0.9681666666666667,1.0
Plurality With Runoff,0.8585583333333333,0.9348333333333333,0.9746916666666667,0.9916833333333334,0.9976777777777777,1.0,1.0
Coombs,0.8252583333333333,0.9109416666666669,0.9653083333333333,0.9895166666666665,0.9973777777777778,1.0,1.0
