Voting Method,0,1,2,3,4,5,6
Schulze,0.8177166666666668,0.9047833333333334,0.9613333333333333,0.9892083333333334,0.9975333333333334,1.0,1.0
Bucklin,0.812625,0.8729333333333332,0.8742583333333332,0.89425,0.9227444444444445,0.9638666666666668,1.0
Plurality With Runoff,0.8454333333333333,0.92505,0.9689583333333335,0.9897833333333333,0.9970666666666668,1.0,1.0
Coombs,0.8124666666666666,0.9018166666666665,0.9591583333333333,0.9873333333333334,0.9967555555555556,1.0,1.0
